id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
289,1.9722291312875047e-10,1.9499842051021764e-19,7.62578215661664e-05,2.491108419570709e-06,4.334069980050824e-07,0.9997153876170645,1.1980705494117205e-19,9.872393185745256e-11,5.386159147712019e-19,8.621507574904521e-08,4.3476777050018336e-07,7.22342894964059e-06,2.26344188546682e-24,1.073178283526613e-21,3.083123598601589e-16,2.7673410017733797e-17,0.00019768533820894147,Industrial Organization and Regional Structure,102,Opening speech at the 'Industrial Relations and Labour Market Dynamics' conference
291,1.3323275643796758e-05,1.2631672031058255e-19,2.851593588124194e-07,9.600106086745116e-08,3.918480369613367e-07,1.2366469595065631e-29,2.248338229758209e-07,9.783751036827486e-12,1.4829146881698352e-27,4.468192892500808e-07,5.750030204851838e-21,1.341382965163242e-20,5.061674820943659e-25,1.9862865315309907e-25,9.022630959419273e-20,4.356837526767272e-16,0.999985232053003,None of the above,616,A turbulent world: political crises and economic and financial shocks. What strategies for Italy's economic security?
293,1.416337017468982e-11,3.3128821881860704e-12,3.174674892050244e-05,4.971959852588321e-07,2.528218476468604e-07,4.161856045448363e-28,1.61116578084225e-11,0.9999458635311758,5.638341324362472e-12,1.2968919789301435e-19,2.9979152589113313e-19,3.267338067311259e-24,1.769177878529209e-06,6.821193684600387e-21,6.850427639184179e-29,6.823251423017868e-19,1.9870484966014844e-05,Banking Sector and Intermediary Analysis,402,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
294,3.3371490566586137e-06,0.9999903180072902,4.706618772620501e-06,1.1044024648085327e-07,1.4798195254946426e-07,3.580976197082795e-28,5.115452469446106e-19,8.583383144957926e-13,5.5149368667634635e-12,1.80325521121391e-16,1.7333793951081222e-08,4.895419437008774e-11,1.3508664915521593e-06,2.17465219618638e-23,4.661611424902439e-27,1.0321131329059905e-08,1.2259371245497616e-09,Monetary Policy Analysis and Transmission,235,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
295,9.09083941726468e-12,3.8596263466571683e-07,8.890554442135545e-06,2.1094716238848642e-07,8.260644404569543e-08,3.290984222132615e-29,1.070536834425174e-12,0.9999899321485382,7.323919216236567e-13,1.1395866608791472e-19,6.869208982249787e-20,2.1692530259825677e-19,4.977593604809897e-07,1.1432954009472744e-24,5.858327518276287e-23,2.0240302625948234e-22,1.0524266320328108e-11,Banking Sector and Intermediary Analysis,258,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
296,2.3086287016226094e-16,2.942924586165481e-20,3.4693404419573486e-07,9.014698693473995e-08,1.0464169044971158e-07,4.1925268560076715e-31,0.9999968721966147,7.225873302035866e-07,4.0120270385973274e-27,9.25840469206045e-14,7.297471750611618e-25,2.102998791499013e-24,1.8189435236728773e-06,1.0016145401426305e-25,1.3362645124486393e-27,4.4517266085386823e-08,3.245076359522755e-11,Systemic Risk and Macroprudential Frameworks,286,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
297,1.1235626069785332e-09,3.056238837159721e-06,1.6531689313039645e-06,2.3993700119256017e-07,1.8701307237478082e-07,1.6290861995791758e-23,0.9999342315704582,1.3672192830435653e-05,4.671705359002051e-07,8.324193179590892e-08,5.482005043199041e-20,3.519988096019761e-24,3.1794476751685048e-06,8.357743450408343e-22,3.1626110086633375e-18,1.512402460980911e-07,4.3077654917750126e-05,Systemic Risk and Macroprudential Frameworks,1693,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
298,1.2477882440566676e-16,1.7535207611512593e-46,2.0625297282282365e-05,2.98962352453531e-07,2.3417369013354486e-07,1.5813303608212823e-06,1.5386485703756248e-11,0.9999743630660823,2.1314131224127785e-12,5.192148915278464e-19,1.2998245584095946e-14,1.3224576597293646e-18,2.897136554778676e-06,5.663918591353286e-60,7.578160600127722e-22,3.34971965861524e-21,1.614612776770811e-11,Banking Sector and Intermediary Analysis,1528,Financial stability and regulation in an age of transformation: How economic research can help reorient navigation
300,6.106060848401449e-06,2.688404280191047e-19,1.2225290175681646e-06,3.433864311969601e-07,3.0835333925449356e-07,1.9615260000739545e-30,2.3283622764626254e-07,2.0882098991777948e-23,1.430122770151347e-23,6.88399013478812e-13,2.158876103130838e-10,0.0001224430275693032,7.411969392777759e-07,1.5177271607574821e-24,1.35729186095952e-24,1.1517606593886478e-16,0.9998686023930512,None of the above,24,Programme for Strengthening the Central Bank Capacities in the Western Balkans
302,2.3643573268281414e-11,1.6693583742829375e-12,5.938517424917192e-11,3.9579720764024895e-12,0.9999991073930949,3.407424957702394e-07,5.334202291936954e-13,1.2812571061819776e-11,2.3742073326610062e-24,1.9021893111562123e-13,4.3527114407956627e-13,1.980498702891938e-12,5.017332705409158e-07,9.069396852901443e-26,6.881701197515015e-23,4.9966406025556e-08,6.012477912884799e-11,Public Finance and Budgetary Policy,714,Global imbalances and their risks in a more fragmented world economy
303,0.0001639126444850449,3.1980654811226784e-07,8.620084698364091e-07,5.692638348682596e-07,5.852422667223186e-07,4.6923757231359904e-07,3.4896146140146946e-13,3.0754833585091537e-12,9.322080828363356e-14,0.9998068320903818,1.881429359619619e-11,6.740197358734514e-14,1.3842451681777094e-06,6.138995977603716e-26,1.5106065128591483e-17,1.1827797312765024e-07,2.4947160900425162e-05,Global Macroeconomics and Spillovers,841,Global imbalances and their risks in a more fragmented world economy
304,5.927917253441143e-10,2.833722148576015e-19,9.193267950307034e-07,3.5100910907645003e-07,3.403372168063467e-07,5.234916225411067e-24,0.9999741271803997,2.1907998924359692e-07,3.1061350332433916e-20,2.0892819917150232e-07,7.354010462646715e-09,4.054780785297388e-07,1.2656069947069114e-06,7.749154485506641e-23,6.4314040796617025e-18,2.258013751790603e-16,2.2155106415142584e-05,Systemic Risk and Macroprudential Frameworks,902,Global imbalances and their risks in a more fragmented world economy
305,2.4860041547758868e-08,7.05791793091773e-17,1.4354360953099367e-07,1.5121574754832874e-07,1.799413480164067e-13,1.058281301821318e-07,3.718535944068541e-13,2.3339603053113142e-12,3.162468923509622e-22,0.9999991695945581,6.043795846373845e-13,9.863565114712779e-12,4.049411917606022e-07,1.1694826569409189e-25,7.626852288769898e-28,8.977892121369059e-20,3.367396802616197e-12,Global Macroeconomics and Spillovers,257,Global imbalances and their risks in a more fragmented world economy
306,0.0002948050025123236,3.8146772758634504e-19,4.2890574676548355e-07,3.7905413407329007e-07,2.115193746268498e-06,2.594561258385912e-24,2.7114176191237185e-06,2.1940536799728984e-12,3.976455822657883e-06,0.9996283416563647,1.894206794823587e-12,1.243398610309842e-06,9.531152434073328e-07,2.101436286174084e-06,5.884217827536112e-23,9.791243393473652e-08,6.284644739186137e-05,Global Macroeconomics and Spillovers,3273,Global imbalances and their risks in a more fragmented world economy
307,6.458886843045152e-05,2.4960690500902257e-19,4.022485848447184e-07,2.9785995957336847e-07,7.518624622308608e-07,2.3874157912387204e-24,7.917732186697217e-07,6.42692286249754e-12,1.026554877658949e-06,0.9998848619052982,1.5758174631666607e-05,1.6194512915422982e-06,5.775409718436901e-07,2.346645866531082e-19,2.6506055109051584e-18,6.928085102360779e-08,2.9254472995305014e-05,Global Macroeconomics and Spillovers,1271,Global imbalances and their risks in a more fragmented world economy
309,2.0850017590545926e-06,1.1536166323636495e-06,2.4256955444951156e-06,9.040710474583681e-07,5.42912143121869e-07,8.732050558107456e-05,5.679762273139719e-13,3.0550047913334566e-05,0.9998677166686322,1.383262499471412e-12,5.057861131070923e-08,6.252478942713945e-12,7.250853151468207e-06,2.291065375527838e-24,3.6665127804667e-17,1.3585598842631002e-20,4.07806680710208e-11,Financial Market Dynamics and Asset Pricing,129,Asset Management under the revised Italian Consolidated Law on Finance
310,2.662173446487693e-06,1.876953103955187e-06,2.196921632412821e-06,8.281664177521726e-07,2.387599646210045e-07,0.0027630820176924465,8.51163855198916e-11,0.00022103141491726,0.9968818897525712,8.080314488861003e-12,2.811908427429997e-24,4.4600701211248885e-22,3.6296105589566076e-06,2.9070551803782385e-06,3.2524037532004505e-21,5.226353916272754e-22,0.00011965708131778646,Financial Market Dynamics and Asset Pricing,613,Asset Management under the revised Italian Consolidated Law on Finance
311,1.5201435156938798e-09,1.9332344613422324e-07,1.1427074538680588e-05,2.5557418428286484e-07,1.540513394802465e-07,3.906115836261587e-05,1.530957326964716e-06,0.9999150366769903,8.226363939244163e-13,1.5816622103766153e-19,1.2542754024943974e-19,4.65957943109686e-19,3.6559625402068856e-06,3.792498296731777e-25,1.4302865180814932e-29,3.5445286604431633e-23,2.868370030502677e-05,Banking Sector and Intermediary Analysis,738,Asset Management under the revised Italian Consolidated Law on Finance
312,2.2556608133520508e-10,2.7277273846880455e-19,6.000021591200722e-06,1.8951915295048358e-07,1.6997929722397272e-07,2.609939226882111e-26,9.292397541593178e-12,0.9999724587864433,1.0634569188814394e-11,4.337184082721558e-17,7.282616760178331e-18,1.8070885191188117e-18,7.78135435308978e-07,7.435071833854849e-22,6.109970692652799e-22,8.96539022939882e-08,2.0313658684742343e-05,Banking Sector and Intermediary Analysis,1211,Asset Management under the revised Italian Consolidated Law on Finance
313,8.31152379222444e-11,4.34690553412898e-07,7.961339837938808e-06,7.771267702945372e-07,7.042141758401886e-07,7.910480627884333e-05,9.390749588152475e-07,0.9997959481140635,8.019124342514718e-05,6.063895004150937e-08,4.600835629092158e-20,1.7043024029082616e-19,1.884355117963233e-06,1.9554062105295403e-06,3.6211643536830975e-17,4.7062885080117865e-19,3.0038906542230267e-05,Banking Sector and Intermediary Analysis,815,Asset Management under the revised Italian Consolidated Law on Finance
316,2.391217173034495e-09,3.3501278109828527e-19,4.139449032729397e-06,2.776033003352381e-07,7.8701636630326405e-22,0.9999911840869261,2.4187289537948325e-20,9.421960485532122e-10,3.2597877741085717e-24,1.1523030907372958e-13,7.014480864342608e-24,6.069222627669028e-23,4.684790404878557e-25,2.474474429264324e-22,5.969104743588552e-16,2.9752425935813074e-17,4.395527211870045e-06,Industrial Organization and Regional Structure,511,Support innovation to innovate finance (only in Italian)
317,2.6884075310253344e-09,7.372227865423642e-20,6.252394353161475e-06,1.6426573032879808e-06,1.2644053097207683e-24,0.9999739762116313,2.776732545637592e-21,5.3860719455576977e-11,2.3115198695809503e-19,5.1262466031520116e-14,1.5483521631620863e-07,2.080902211510925e-06,3.677101489074602e-18,1.089327698134861e-18,1.6853555076280247e-16,2.148119929107328e-17,1.5890256964647526e-05,Industrial Organization and Regional Structure,444,Support innovation to innovate finance (only in Italian)
318,1.200689613007374e-09,4.3824988048019574e-17,1.0063960100130317e-10,3.2565004217222965e-07,5.134222802372933e-07,1.7168607038294942e-29,1.9251474851362925e-05,1.3703336683752327e-05,4.821295768757355e-21,3.360205829880764e-19,1.99982347266275e-20,3.007480097600279e-24,1.3472981096396516e-23,2.4217170340889962e-20,5.829572512798632e-17,4.592285168622227e-17,0.9999662048148131,None of the above,533,Support innovation to innovate finance (only in Italian)
319,2.080694863789092e-06,8.554961235740666e-05,2.385343057721725e-06,3.630887135925392e-07,4.810363794863614e-07,1.4448149524741082e-05,5.32796073368557e-13,1.4095770224944285e-06,0.9998696595476263,3.2347930731484216e-07,1.887311993153097e-07,1.8628670161615959e-06,2.7806959434072442e-06,7.081514225438368e-07,1.9404085046694917e-16,3.225541778101939e-16,1.7759025032558766e-05,Financial Market Dynamics and Asset Pricing,620,Support innovation to innovate finance (only in Italian)
320,3.6434181283715762e-09,3.593906619320665e-19,3.953895012330098e-06,2.491495283567752e-07,8.180480861160416e-18,0.9999889865481975,3.0203890005474854e-18,7.080152108863511e-10,8.248296540602528e-25,1.3075194211874859e-18,2.0362134448187995e-23,4.125999932636414e-23,8.097503211337053e-25,4.9631974075927714e-17,6.188785618749414e-16,3.3870688179804307e-16,6.806055827345327e-06,Industrial Organization and Regional Structure,1015,Support innovation to innovate finance (only in Italian)
321,1.757095451178186e-06,1.030773464593223e-18,6.5886771342413125e-06,5.109904590185746e-07,1.3780018899781577e-07,0.999962116119226,7.98088211762658e-18,2.667474387737899e-10,1.920892666544516e-23,5.308062191047362e-13,1.741675510353049e-07,3.858441442048811e-06,1.2087550473125543e-19,3.941903471353186e-22,1.9077400330236814e-16,1.188221329122211e-16,2.485644126871484e-05,Industrial Organization and Regional Structure,831,Support innovation to innovate finance (only in Italian)
323,4.8534480739608915e-15,3.105699142676421e-06,8.797675553850649e-07,2.3349599516818228e-07,4.0523737246446246e-07,1.2162392070755478e-29,6.743865126734591e-07,1.6008809528847781e-12,9.751810167670756e-27,0.9999019483776137,4.572624890095611e-14,4.5241751057006724e-05,1.0297032353528714e-06,2.6266465615247534e-23,5.58502222944152e-18,1.836883468570627e-21,4.648157986433741e-05,Global Macroeconomics and Spillovers,403,The struggle to reshape the international monetary system: slow- and fast-moving processes
324,7.922511007372516e-09,1.355499675378212e-06,9.827318300644065e-07,3.196373614230674e-07,8.05699407995279e-07,4.747603272020961e-25,1.759872272060334e-21,3.758539100456226e-12,1.869722470032877e-12,0.9999776243288511,1.6576123493929997e-11,2.0063791854577716e-12,3.1064999823789274e-07,4.159122889169152e-25,3.3141369068380615e-30,8.617122919789471e-08,1.850733492493239e-05,Global Macroeconomics and Spillovers,489,The struggle to reshape the international monetary system: slow- and fast-moving processes
325,8.103492827537089e-09,6.556682483997771e-07,2.777908923157718e-07,4.3052169576504103e-07,6.408620436862561e-07,1.5765444485887522e-24,6.751803533412216e-13,3.245650239912688e-29,4.29587950909488e-06,0.9999810398811371,1.4222588318895671e-11,8.674480513531456e-12,4.876540827317273e-07,3.517369198318494e-25,3.0661642199145234e-18,9.698700318922368e-08,1.2066628322676822e-05,Global Macroeconomics and Spillovers,2867,The struggle to reshape the international monetary system: slow- and fast-moving processes
326,0.0003504407666473945,0.9966849092131564,2.2376356216476693e-06,2.492809945083402e-07,1.9718404737998482e-18,1.160560233141295e-18,2.070341905826622e-06,1.8915464998611246e-06,0.00019545494317365882,6.458294009849285e-05,1.8310161642223503e-06,3.731672062358679e-05,2.918179764005542e-06,8.028913820232648e-07,1.0049540495061611e-16,1.2897545324205584e-06,0.002654004769435413,Monetary Policy Analysis and Transmission,1862,The struggle to reshape the international monetary system: slow- and fast-moving processes
327,0.000597742529305128,7.658268113269101e-06,4.919551408884418e-07,2.89906868108085e-07,4.72157454936183e-07,5.052029016982838e-07,4.835585243521002e-13,3.0132395046471042e-12,2.9711072408456436e-06,0.9991894499326763,3.4053729842746133e-14,0.00019898424164601855,1.4346909259230694e-06,2.9705513338473494e-20,2.9425181946818477e-18,1.5495846603607964e-21,4.196053338568271e-12,Global Macroeconomics and Spillovers,371,The struggle to reshape the international monetary system: slow- and fast-moving processes
328,7.468648439507677e-05,6.690022845779461e-12,6.481103041971502e-07,2.8249440801060304e-07,4.154085374194092e-07,2.190703012467035e-07,1.4292521435977198e-06,3.0230114505941694e-12,5.703594916580352e-14,0.999921366324732,1.4916719182916543e-13,4.920112738332657e-12,9.528353406561104e-07,9.823820035088396e-25,4.954423400919501e-18,2.0217159708867e-21,4.9982975646941156e-12,Global Macroeconomics and Spillovers,360,The struggle to reshape the international monetary system: slow- and fast-moving processes
329,3.264385509102596e-08,1.1132842667347353e-06,1.7534012730134783e-06,7.065759226844393e-07,5.840729069898928e-07,2.0288484980597982e-27,2.1521688145870824e-06,1.0811373224069173e-11,5.217494449180446e-06,0.9998779310355371,4.59172988849486e-11,4.7332765544036895e-05,1.7378006585002553e-06,1.5170183972854517e-22,8.173772625173964e-20,8.933906199803787e-18,6.143870004339583e-05,Global Macroeconomics and Spillovers,1419,The struggle to reshape the international monetary system: slow- and fast-moving processes
331,4.791828710259671e-06,1.4333047836582869e-13,7.234613680424488e-06,5.652893587215821e-07,6.907917700631375e-06,0.9999635465426033,1.1484936468811328e-12,3.867773097861423e-11,1.6777319291322772e-19,1.9499479279123704e-13,1.0190222298555475e-17,1.8665907419078267e-17,1.5635333091219348e-17,3.2088520339107884e-16,1.133686742770688e-16,3.284732154147007e-17,1.6953767781679493e-05,Industrial Organization and Regional Structure,725,"Building economic legality: institutions, reforms, technology (only in Italian)"
332,7.129650345414757e-13,2.041593744426238e-18,1.2159082384201315e-05,1.9577581777602374e-06,0.9999519022282028,1.8044367981539e-19,4.4489388344429226e-20,4.51385617038609e-16,1.9524465742847385e-22,4.711370887213688e-15,4.053656058624796e-24,1.4595272439968595e-24,1.3032365492409884e-23,8.982312601784517e-24,1.8846730083627593e-21,9.197649377953536e-22,3.3980930517159e-05,Public Finance and Budgetary Policy,1309,"Building economic legality: institutions, reforms, technology (only in Italian)"
333,2.439358707743033e-05,1.0945035396012855e-13,5.13426205665831e-10,3.624584499095975e-07,2.4147824253630747e-05,2.4187771674692684e-21,3.0444252058707914e-13,7.37212716365622e-11,1.4167777366731771e-21,2.1540728157613432e-13,2.1063086179276404e-18,8.630431919885425e-18,3.344017787644088e-23,6.625681935869385e-19,6.596373338990674e-17,4.308145905582634e-17,0.9999510955424421,None of the above,184,"Building economic legality: institutions, reforms, technology (only in Italian)"
334,1.3507645086638037e-05,8.034069955022159e-17,6.609433529425821e-11,2.2049303078752527e-07,1.1221167521630716e-20,7.237455871202624e-24,3.368646544247993e-12,1.7955542990961158e-05,2.705323367201627e-24,1.5395413546119498e-13,9.141131944619296e-22,2.4892719495108273e-25,2.1872536970559713e-23,2.1470774178356896e-24,1.748614105440285e-16,1.1116501111940267e-17,0.9999683162492743,None of the above,415,"Building economic legality: institutions, reforms, technology (only in Italian)"
335,8.867294404901733e-08,4.876082041323576e-19,3.2743566372131208e-06,1.0162541758438141e-05,6.545464159850914e-13,8.305624445456174e-29,0.9998068205067516,5.20573976951869e-07,2.4185154359072138e-20,1.1937396839984784e-07,4.661781839989931e-25,9.83530690177931e-25,5.496707252704649e-06,3.2252793685219427e-25,2.418194334445267e-24,3.279716450623214e-16,0.00017351726605606977,Systemic Risk and Macroprudential Frameworks,492,"Building economic legality: institutions, reforms, technology (only in Italian)"
336,1.5062003795939155e-05,2.0620650204192214e-17,1.4937580155504827e-09,4.662688264033799e-07,0.0011335883951793134,1.9634718701673787e-22,2.5469621213319898e-16,1.4289826102495807e-11,1.733329416698333e-21,3.3461600774461303e-16,1.535633470139202e-19,1.335231144142721e-23,9.198811086277642e-24,6.327411936914129e-19,6.588840320802157e-17,1.770646635880943e-18,0.9988508818241497,None of the above,241,"Building economic legality: institutions, reforms, technology (only in Italian)"
338,2.393824747804228e-05,3.2994640482208688e-18,2.74141026855056e-07,3.3493192090539974e-07,9.019343162401707e-14,8.73745767804916e-30,1.9591284558197369e-19,6.38819272361034e-12,6.1558715612172116e-24,7.157194764164554e-14,1.0322689249916639e-14,1.9955940649531842e-13,6.648719586835139e-07,1.5873041473463438e-24,1.680851452591149e-23,1.5034978206500367e-22,0.9999747878008557,None of the above,419,Money and Trust: From the Renaissance to the Digital Age
339,3.1335639168049485e-06,1.1720071127545068e-17,4.966766772503957e-07,2.6592332819736036e-07,9.832137393769391e-08,3.7921982934032835e-31,1.6810521967784445e-07,2.3356284776891773e-13,1.5601064479036899e-22,1.512489923221896e-14,1.30250941998719e-26,6.173872054719836e-27,1.827055803623655e-07,1.5758167318525535e-23,2.08430596552676e-24,2.2246984588897925e-21,0.9999956547036551,None of the above,189,Money and Trust: From the Renaissance to the Digital Age
340,8.239287968502925e-06,1.33875308052164e-18,2.5789648524051724e-07,7.136879697081444e-07,7.347055058175049e-13,4.9381204395725624e-23,2.6133859455922046e-12,1.697477998605275e-12,1.5443965616696653e-20,7.947881087701632e-19,5.58175263709417e-24,1.4120812237996108e-23,7.261207592736222e-07,1.0375550789516319e-11,5.351414078282973e-23,3.3085146597716273e-21,0.9999900629913961,None of the above,467,Money and Trust: From the Renaissance to the Digital Age
341,5.153744038569712e-06,0.9996925503300151,1.130172103043248e-05,9.594499863722565e-08,5.948719341733467e-07,2.4508690799505885e-18,1.4868690134311203e-06,7.003398572973302e-07,4.011779810404621e-05,6.503050143429493e-20,1.4864057477986416e-18,4.3887798725487885e-23,2.8026166890756463e-06,1.7281124043632795e-07,1.3430668190690522e-22,7.838572740407531e-08,0.00024494456735177426,Monetary Policy Analysis and Transmission,230,Money and Trust: From the Renaissance to the Digital Age
342,3.571166343143658e-05,0.9992937815488458,2.6876810924878752e-05,3.084175898785654e-07,4.55269985845045e-06,1.2306970532211054e-16,1.2611921183172938e-18,4.317301132249714e-07,1.1406876567373131e-05,9.427681973942532e-08,1.9900394963991986e-09,8.348589591189321e-07,5.0760297663900375e-06,4.1594552485376594e-07,3.506835111176619e-17,1.2135472705463448e-07,0.0006203857968317396,Monetary Policy Analysis and Transmission,225,Money and Trust: From the Renaissance to the Digital Age
344,2.63687304286804e-11,1.3124833269151331e-06,5.388577221940904e-06,1.3022661080400326e-06,0.9999609773286886,5.285982748597828e-07,6.766942766024759e-13,1.0241453058085193e-07,5.1907617677660445e-22,1.688808983866257e-13,5.358149399804823e-08,8.7652177188329e-13,1.0345310281658396e-06,7.505841380442168e-25,8.108729929966108e-30,1.901124453574721e-07,2.91100787907325e-05,Public Finance and Budgetary Policy,811,Address by Governor Fabio Panetta to the 2025 World Savings Day
345,0.998804224236844,7.578346942181589e-07,1.2207150431195644e-05,6.969607706057127e-07,8.097320072198136e-07,9.489344855049507e-05,1.9132510688888301e-19,1.1549209032961778e-20,1.638377842443514e-23,5.366829653717137e-20,1.11481880032443e-06,2.218241019223592e-06,3.3569271819516396e-06,1.3674966098422828e-22,2.7911551712680915e-17,2.2588548040835483e-15,0.001079720649698279,Macroeconomic Forecasting and Cyclical Outlook,398,Address by Governor Fabio Panetta to the 2025 World Savings Day
346,1.5186559481328728e-06,5.239840762019944e-19,1.6359344715288764e-06,2.45269161148155e-07,1.649935858435946e-07,4.76840856179582e-11,1.9291808158149654e-17,1.4668669447364915e-11,2.0992886430500912e-22,1.5404360230838973e-12,0.999979992651427,8.535700922009647e-19,1.96324848259946e-25,1.9709310706909008e-23,2.30103859318407e-30,7.181061576471868e-21,1.644243151319594e-05,International Trade and Global Value Chains,373,Address by Governor Fabio Panetta to the 2025 World Savings Day
347,3.046546316109913e-16,7.797959365127984e-07,2.4206594784057684e-05,3.081099517945077e-07,2.367964947707948e-20,2.8541661074426655e-06,1.539133336611503e-12,0.9999576123919797,6.5730469888799364e-12,2.0735102932092082e-16,2.9786359218893404e-22,3.5651410709723493e-22,3.1394222189367954e-06,5.081143506992605e-26,1.8501847028943167e-25,8.216819030529135e-21,1.1099510908981723e-05,Banking Sector and Intermediary Analysis,688,Address by Governor Fabio Panetta to the 2025 World Savings Day
348,9.30244142664761e-06,0.9999772553987136,9.078791688156247e-06,1.9942279764627945e-07,3.868265905997696e-13,3.0529087725245704e-16,7.883925661330418e-13,6.574618034215049e-07,1.4729429472883573e-11,4.0494000043312186e-14,9.957398188346103e-09,5.480243896895725e-13,3.122670478731744e-06,2.3433167828135354e-07,2.8250610535618396e-22,1.3947842016139235e-07,2.9101667461688873e-11,Monetary Policy Analysis and Transmission,821,Address by Governor Fabio Panetta to the 2025 World Savings Day
349,1.3716320783501269e-05,4.6234916139615835e-07,3.1221357323735025e-11,0.9998769013236711,1.728662225277499e-10,2.3784885280748253e-05,4.0695998242165e-11,6.866105684742276e-12,6.104123355080602e-23,1.4481685071421478e-13,3.335357171965677e-24,1.3726741351678578e-24,1.5461187759964293e-09,8.721455183536238e-11,4.111611423173491e-21,8.790682865839261e-20,8.513323597553787e-05,Human Capital and Education Economics,190,Address by Governor Fabio Panetta to the 2025 World Savings Day
352,9.426795392369865e-11,3.059177026183283e-07,1.6397995498942665e-05,3.3533870062780275e-07,2.2209503293021072e-17,1.2211112725302823e-06,9.35605080138699e-13,0.9999757946288299,1.1269272606194675e-06,7.737301775073317e-14,6.831060241119688e-20,1.7996414856910656e-19,9.210863790629153e-07,2.231970750314351e-19,5.7092201308857086e-24,3.3438205916928604e-19,3.896899074778645e-06,Banking Sector and Intermediary Analysis,336,Solidarity and Cooperation: From Local Communities to Global Stability
353,8.998754541759239e-07,2.422193870117999e-19,9.197366757726898e-08,2.5142017130973787e-07,2.2105185375202833e-06,1.4814515040475494e-06,3.8943227091992855e-21,3.119927013563727e-11,1.5574071556329283e-07,5.326741457200026e-13,8.673289568125318e-20,0.9999946362731819,2.727063698238889e-07,4.660446948704286e-18,3.62306167431621e-18,2.4967917533639217e-20,8.666205695333076e-12,International Cooperation and Financial Fora,806,Solidarity and Cooperation: From Local Communities to Global Stability
354,9.729322646558435e-06,3.6945902326871717e-17,1.0385332066004662e-06,3.142952683977416e-07,2.2193809376110207e-07,3.6993294949395214e-27,2.7733163942559596e-07,8.650420932420967e-17,1.7281857948833212e-22,6.34617399308639e-14,9.406918384084895e-16,8.99453836291416e-07,2.7104490413636374e-25,2.3436875084168414e-22,3.2363058455701282e-21,2.3915635944298186e-19,0.9999875191252444,None of the above,147,Solidarity and Cooperation: From Local Communities to Global Stability
356,8.357375299261618e-09,7.831510902341079e-13,1.1173256121136208e-06,6.344368375454793e-07,6.198740988129844e-07,5.761584072832204e-24,5.023154117571319e-13,6.643550782560706e-12,3.350432769749729e-06,0.9999605273902971,1.846478430364756e-05,3.3628694609174576e-06,1.0686193265940876e-06,1.5396362223497734e-20,3.380077929455089e-17,1.3408324129062285e-07,1.0711818747791933e-05,Global Macroeconomics and Spillovers,1638,Finance and innovation for the future of the economy
357,1.8432961453804764e-05,2.230946091062464e-06,3.942339488988894e-06,7.41469504744332e-07,1.9585952759921883e-07,1.5838769275208343e-05,6.014184666444553e-13,1.1392440697609055e-06,0.9999506835368788,2.526281113699744e-12,5.5246600691425435e-12,5.39388011031483e-12,6.30718895900356e-06,4.876672579714412e-07,6.560684424090725e-17,1.3592367903585725e-20,3.447052255789064e-12,Financial Market Dynamics and Asset Pricing,868,Finance and innovation for the future of the economy
358,4.715422210670694e-14,5.174131807895902e-19,2.2421271908542307e-05,3.1437866968142014e-07,6.202313124687975e-23,1.941539678847657e-06,2.0748119090143995e-12,0.9999753227910332,1.925421833801926e-12,1.9356676498947995e-19,6.431053287251478e-25,6.346885587740955e-25,8.96909626279859e-13,1.3546257955128263e-14,1.7791900614877333e-22,1.0778111134656116e-21,1.3751743819262417e-11,Banking Sector and Intermediary Analysis,1329,Finance and innovation for the future of the economy
359,1.0418133364256619e-11,0.9999110685987886,6.14204453015305e-05,3.236639371341381e-07,8.314407288451255e-07,4.083140348525528e-07,1.9262733332720696e-18,2.7926905704088655e-07,5.201531481104895e-06,1.4601269026188815e-13,5.878521630880062e-13,6.566695681106385e-13,6.741778670044452e-06,2.199616290498729e-07,8.600072161713818e-23,1.1047769344989192e-07,1.3394506869093661e-05,Monetary Policy Analysis and Transmission,624,Finance and innovation for the future of the economy
360,0.00024471133815034,1.843809717877365e-05,7.227379223668492e-07,1.0947217690382744e-06,4.6358566477154773e-07,3.486443705396124e-29,7.68996516304261e-07,1.8986595474413378e-11,2.0694627585387386e-20,0.9996348984245718,4.558064389853958e-12,3.313897610214644e-05,1.738137096433941e-06,6.987134932226586e-20,5.820705048308685e-17,2.005805007695248e-07,6.382438098266957e-05,Global Macroeconomics and Spillovers,336,Finance and innovation for the future of the economy
